5.959548950195312500e+00,5.915878415107727051e-01,-9.889739751815795898e-01,2.488839626312255859e+00,2.030839996337890625e+02
5.956293106079101562e+00,5.892745852470397949e-01,-9.889847040176391602e-01,2.485371351242065430e+00,2.030879974365234375e+02
5.953039646148681641e+00,5.869627594947814941e-01,-9.889954328536987305e-01,2.481906652450561523e+00,2.030919952392578125e+02
5.949789047241210938e+00,5.846524834632873535e-01,-9.890062808990478516e-01,2.478445291519165039e+00,2.030959930419921875e+02
5.946540832519531250e+00,5.823435783386230469e-01,-9.890171885490417480e-01,2.474987268447875977e+00,2.031000061035156250e+02
5.943295478820800781e+00,5.800362229347229004e-01,-9.890281558036804199e-01,2.471532821655273438e+00,2.031040039062500000e+02
5.940052509307861328e+00,5.777302384376525879e-01,-9.890391826629638672e-01,2.468081712722778320e+00,2.031080017089843750e+02
5.936812400817871094e+00,5.754255652427673340e-01,-9.890502095222473145e-01,2.464633703231811523e+00,2.031119995117187500e+02
5.933574199676513672e+00,5.731222629547119141e-01,-9.890613555908203125e-01,2.461188793182373047e+00,2.031159973144531250e+02
5.930338382720947266e+00,5.708202719688415527e-01,-9.890725612640380859e-01,2.457747220993041992e+00,2.031199951171875000e+02
5.927105426788330078e+00,5.685195922851562500e-01,-9.890837669372558594e-01,2.454308748245239258e+00,2.031239929199218750e+02
5.923875808715820312e+00,5.662212967872619629e-01,-9.890950918197631836e-01,2.450874805450439453e+00,2.031280059814453125e+02
5.920650005340576172e+00,5.639252662658691406e-01,-9.891064167022705078e-01,2.447445631027221680e+00,2.031320037841796875e+02
5.917428016662597656e+00,5.616315007209777832e-01,-9.891178011894226074e-01,2.444020748138427734e+00,2.031360015869140625e+02
5.914209365844726562e+00,5.593400597572326660e-01,-9.891292452812194824e-01,2.440600633621215820e+00,2.031399993896484375e+02
5.910994529724121094e+00,5.570507049560546875e-01,-9.891406893730163574e-01,2.437184572219848633e+00,2.031439971923828125e+02
5.907783031463623047e+00,5.547634959220886230e-01,-9.891521930694580078e-01,2.433773040771484375e+00,2.031479949951171875e+02
5.904576301574707031e+00,5.524793863296508789e-01,-9.891636967658996582e-01,2.430366992950439453e+00,2.031519927978515625e+02
5.901373863220214844e+00,5.501983165740966797e-01,-9.891752004623413086e-01,2.426966667175292969e+00,2.031560058593750000e+02
5.898176670074462891e+00,5.479203462600708008e-01,-9.891868233680725098e-01,2.423572063446044922e+00,2.031560058593750000e+02
5.894984245300292969e+00,5.456454753875732422e-01,-9.891983866691589355e-01,2.420182943344116211e+00,2.031640014648437500e+02
5.891796112060546875e+00,5.433735847473144531e-01,-9.892100691795349121e-01,2.416799306869506836e+00,2.031679992675781250e+02
5.888612270355224609e+00,5.411045551300048828e-01,-9.892217516899108887e-01,2.413421154022216797e+00,2.031719970703125000e+02
5.885433197021484375e+00,5.388384461402893066e-01,-9.892335534095764160e-01,2.410048246383666992e+00,2.031759948730468750e+02
5.882258415222167969e+00,5.365751981735229492e-01,-9.892454147338867188e-01,2.406680822372436523e+00,2.031799926757812500e+02
5.879088401794433594e+00,5.343147516250610352e-01,-9.892573952674865723e-01,2.403318643569946289e+00,2.031840057373046875e+02
5.875923633575439453e+00,5.320580601692199707e-01,-9.892694950103759766e-01,2.399962902069091797e+00,2.031880035400390625e+02
5.872764110565185547e+00,5.298048853874206543e-01,-9.892817735671997070e-01,2.396613836288452148e+00,2.031920013427734375e+02
5.869610309600830078e+00,5.275552868843078613e-01,-9.892941117286682129e-01,2.393270730972290039e+00,2.031959991455078125e+02
5.866461753845214844e+00,5.253092050552368164e-01,-9.893066287040710449e-01,2.389934062957763672e+00,2.031999969482421875e+02
5.863318443298339844e+00,5.230666399002075195e-01,-9.893192052841186523e-01,2.386603593826293945e+00,2.032039947509765625e+02
5.860180377960205078e+00,5.208275318145751953e-01,-9.893319606781005859e-01,2.383279323577880859e+00,2.032079925537109375e+02
5.857047557830810547e+00,5.185919404029846191e-01,-9.893447756767272949e-01,2.379961252212524414e+00,2.032120056152343750e+02
5.853919982910156250e+00,5.163597464561462402e-01,-9.893576502799987793e-01,2.376649379730224609e+00,2.032160034179687500e+02
5.850799083709716797e+00,5.141320228576660156e-01,-9.893707036972045898e-01,2.373344898223876953e+00,2.032200012207031250e+02
5.847684383392333984e+00,5.119088888168334961e-01,-9.893837571144104004e-01,2.370048046112060547e+00,2.032239990234375000e+02
5.844576358795166016e+00,5.096900463104248047e-01,-9.893969893455505371e-01,2.366758584976196289e+00,2.032279968261718750e+02
5.841474533081054688e+00,5.074755549430847168e-01,-9.894102215766906738e-01,2.363476514816284180e+00,2.032319946289062500e+02
5.838379383087158203e+00,5.052653551101684570e-01,-9.894235730171203613e-01,2.360201835632324219e+00,2.032359924316406250e+02
5.835289955139160156e+00,5.030593872070312500e-01,-9.894370436668395996e-01,2.356934070587158203e+00,2.032400054931640625e+02
5.832206726074218750e+00,5.008575916290283203e-01,-9.894505739212036133e-01,2.353673696517944336e+00,2.032440032958984375e+02
5.829129695892333984e+00,4.986598789691925049e-01,-9.894641637802124023e-01,2.350420236587524414e+00,2.032480010986328125e+02
5.826058864593505859e+00,4.964661896228790283e-01,-9.894778132438659668e-01,2.347173690795898438e+00,2.032480010986328125e+02
5.822994709014892578e+00,4.942773580551147461e-01,-9.894915223121643066e-01,2.343935251235961914e+00,2.032559967041015625e+02
5.819938182830810547e+00,4.920932948589324951e-01,-9.895053505897521973e-01,2.340704917907714844e+00,2.032599945068359375e+02
5.816887855529785156e+00,4.899139404296875000e-01,-9.895191788673400879e-01,2.337482452392578125e+00,2.032640075683593750e+02
5.813845157623291016e+00,4.877391755580902100e-01,-9.895330667495727539e-01,2.334268093109130859e+00,2.032680053710937500e+02
5.810808658599853516e+00,4.855689704418182373e-01,-9.895469546318054199e-01,2.331061124801635742e+00,2.032720031738281250e+02
5.807779312133789062e+00,4.834033250808715820e-01,-9.895609021186828613e-01,2.327862262725830078e+00,2.032760009765625000e+02
5.804756164550781250e+00,4.812421500682830811e-01,-9.895748496055603027e-01,2.324670791625976562e+00,2.032799987792968750e+02
5.801740169525146484e+00,4.790853261947631836e-01,-9.895888566970825195e-01,2.321486949920654297e+00,2.032839965820312500e+02
5.798729896545410156e+00,4.769327938556671143e-01,-9.896029233932495117e-01,2.318310260772705078e+00,2.032839965820312500e+02
5.795727729797363281e+00,4.747853577136993408e-01,-9.896169304847717285e-01,2.315142154693603516e+00,2.032920074462890625e+02
5.792732715606689453e+00,4.726429283618927002e-01,-9.896309375762939453e-01,2.311982631683349609e+00,2.032960052490234375e+02
5.789744853973388672e+00,4.705054759979248047e-01,-9.896450042724609375e-01,2.308831214904785156e+00,2.033000030517578125e+02
5.786764144897460938e+00,4.683728814125061035e-01,-9.896590709686279297e-01,2.305688142776489258e+00,2.033040008544921875e+02
5.783791065216064453e+00,4.662450850009918213e-01,-9.896730780601501465e-01,2.302553176879882812e+00,2.033079986572265625e+02
5.780824661254882812e+00,4.641221165657043457e-01,-9.896871447563171387e-01,2.299426078796386719e+00,2.033119964599609375e+02
5.777865409851074219e+00,4.620039165019989014e-01,-9.897011518478393555e-01,2.296307325363159180e+00,2.033159942626953125e+02
5.774914264678955078e+00,4.598912298679351807e-01,-9.897151589393615723e-01,2.293197393417358398e+00,2.033200073242187500e+02
5.771971225738525391e+00,4.577840566635131836e-01,-9.897292256355285645e-01,2.290096521377563477e+00,2.033240051269531250e+02
5.769035816192626953e+00,4.556822478771209717e-01,-9.897432327270507812e-01,2.287004470825195312e+00,2.033280029296875000e+02
5.766108512878417969e+00,4.535857439041137695e-01,-9.897572398185729980e-01,2.283921241760253906e+00,2.033320007324218750e+02
5.763188362121582031e+00,4.514944851398468018e-01,-9.897713065147399902e-01,2.280846595764160156e+00,2.033359985351562500e+02
5.760276317596435547e+00,4.494083821773529053e-01,-9.897853732109069824e-01,2.277780532836914062e+00,2.033399963378906250e+02
5.757370948791503906e+00,4.473272860050201416e-01,-9.897994995117187500e-01,2.274722814559936523e+00,2.033439941406250000e+02
5.754474639892578125e+00,4.452520608901977539e-01,-9.898136854171752930e-01,2.271674633026123047e+00,2.033439941406250000e+02
5.751586437225341797e+00,4.431824982166290283e-01,-9.898278713226318359e-01,2.268635749816894531e+00,2.033520050048828125e+02
5.748706340789794922e+00,4.411185681819915771e-01,-9.898421764373779297e-01,2.265605926513671875e+00,2.033560028076171875e+02
5.745834350585937500e+00,4.390601813793182373e-01,-9.898564219474792480e-01,2.262585163116455078e+00,2.033600006103515625e+02
5.742970466613769531e+00,4.370072484016418457e-01,-9.898707866668701172e-01,2.259573459625244141e+00,2.033639984130859375e+02
5.740114688873291016e+00,4.349596798419952393e-01,-9.898851513862609863e-01,2.256570577621459961e+00,2.033679962158203125e+02
5.737266063690185547e+00,4.329174160957336426e-01,-9.898995161056518555e-01,2.253576278686523438e+00,2.033679962158203125e+02
5.734425544738769531e+00,4.308804273605346680e-01,-9.899139404296875000e-01,2.250590801239013672e+00,2.033760070800781250e+02
5.731592178344726562e+00,4.288485944271087646e-01,-9.899283647537231445e-01,2.247613668441772461e+00,2.033800048828125000e+02
5.728766918182373047e+00,4.268218576908111572e-01,-9.899427890777587891e-01,2.244644880294799805e+00,2.033840026855468750e+02
5.725949287414550781e+00,4.248009324073791504e-01,-9.899572730064392090e-01,2.241685628890991211e+00,2.033880004882812500e+02
5.723140716552734375e+00,4.227857887744903564e-01,-9.899716973304748535e-01,2.238735675811767578e+00,2.033880004882812500e+02
5.720339775085449219e+00,4.207763075828552246e-01,-9.899861216545104980e-01,2.235794782638549805e+00,2.033959960937500000e+02
5.717547416687011719e+00,4.187724590301513672e-01,-9.900004863739013672e-01,2.232863187789916992e+00,2.033999938964843750e+02
5.714762687683105469e+00,4.167741537094116211e-01,-9.900148510932922363e-01,2.229940176010131836e+00,2.034040069580078125e+02
5.711986064910888672e+00,4.147812724113464355e-01,-9.900292158126831055e-01,2.227026224136352539e+00,2.034080047607421875e+02
5.709218502044677734e+00,4.127945899963378906e-01,-9.900435805320739746e-01,2.224122047424316406e+00,2.034120025634765625e+02
5.706459522247314453e+00,4.108140170574188232e-01,-9.900578856468200684e-01,2.221227645874023438e+00,2.034160003662109375e+02
5.703709125518798828e+00,4.088394343852996826e-01,-9.900721311569213867e-01,2.218343019485473633e+00,2.034199981689453125e+02
5.700967311859130859e+00,4.068707823753356934e-01,-9.900863766670227051e-01,2.215467691421508789e+00,2.034199981689453125e+02
5.698233604431152344e+00,4.049079418182373047e-01,-9.901006221771240234e-01,2.212601661682128906e+00,2.034279937744140625e+02
5.695508480072021484e+00,4.029508531093597412e-01,-9.901148080825805664e-01,2.209744930267333984e+00,2.034320068359375000e+02
5.692791938781738281e+00,4.009993970394134521e-01,-9.901290535926818848e-01,2.206897497177124023e+00,2.034320068359375000e+02
5.690082550048828125e+00,3.990534245967864990e-01,-9.901432394981384277e-01,2.204058647155761719e+00,2.034400024414062500e+02
5.687381744384765625e+00,3.971128463745117188e-01,-9.901574254035949707e-01,2.201228857040405273e+00,2.034440002441406250e+02
5.684689998626708984e+00,3.951785564422607422e-01,-9.901716709136962891e-01,2.198408842086791992e+00,2.034479980468750000e+02
5.682006835937500000e+00,3.932505249977111816e-01,-9.901858568191528320e-01,2.195599079132080078e+00,2.034519958496093750e+02
5.679333209991455078e+00,3.913285136222839355e-01,-9.902001619338989258e-01,2.192799091339111328e+00,2.034559936523437500e+02
5.676667690277099609e+00,3.894124925136566162e-01,-9.902144074440002441e-01,2.190008640289306641e+00,2.034600067138671875e+02
5.674011230468750000e+00,3.875023722648620605e-01,-9.902287125587463379e-01,2.187227725982666016e+00,2.034640045166015625e+02
5.671362876892089844e+00,3.855981230735778809e-01,-9.902430176734924316e-01,2.184456348419189453e+00,2.034680023193359375e+02
